STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09 
USW00014732,"LAGUARDIA AIRPORT, NY US",1/22/18,9.84,,0,0,0,42,45,36,,40,40,16.1,19,1,1,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",1/23/18,11.41,,0.31,0,0,45,60,36,,290,280,28,42.1,1,1,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",1/24/18,17,,0,0,0,43,45,28,,300,300,25.9,33.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",1/25/18,14.76,,0,0,0,29,35,24,,310,320,23,32,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",1/26/18,6.71,,0,0,0,32,39,28,,180,180,15,19,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",1/27/18,9.17,,0,0,0,42,57,35,,230,230,19.9,27.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",1/28/18,6.49,,0.27,0,0,50,54,42,,250,250,17,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",1/29/18,12.97,,0,0,0,43,44,34,,70,60,21,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",1/30/18,14.09,,0.06,1.2,1.2,34,37,26,,310,310,28,36,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",1/31/18,12.53,,0,0,0,26,34,19,,320,300,23,29.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/1/18,7.83,,0.05,0,0,37,45,33,,220,200,14.1,18.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/2/18,20.36,,0.18,0,0,33,39,18,,320,320,36.9,45,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/3/18,12.97,,0,0,0,22,32,17,,300,290,23.9,31.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/4/18,8.28,,1.01,0,0,35,47,31,,290,210,17,21.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/5/18,13.87,,0,0,0,37,41,28,,310,320,31.1,38.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/6/18,6.93,,0,0,0,32,38,28,,280,260,12.1,17,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/7/18,12.75,,0.85,0.6,0,33,47,30,,330,320,29.1,36.9,1,,,1,,1,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/8/18,13.2,,0,0,0,33,34,26,,320,320,25.9,35.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/9/18,9.4,,0,0,0,31,39,28,,170,180,18.1,25.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/10/18,4.7,,0.53,0,0,42,51,38,,230,240,10.1,13,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/11/18,6.26,,1.28,0,0,46,60,42,,180,170,16.1,21,1,1,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/12/18,14.99,,0,0,0,48,63,34,,330,330,23.9,30,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/13/18,9.4,,0,0,0,33,38,27,,350,310,17,21,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/14/18,8.05,,0.1,0,0,40,54,36,,210,200,14.1,18.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/15/18,7.83,,0.14,0,0,51,61,47,,210,200,16.1,21.9,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/16/18,13.65,,0.11,0,0,56,59,37,,310,310,30,36.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/17/18,9.62,,0.6,3.9,0,36,39,30,,150,330,19.9,23.9,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/18/18,9.4,,0.02,0.1,3.1,38,45,33,,310,320,25.9,34,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/19/18,6.71,,0.03,0,0,42,49,33,,180,180,17,23.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/20/18,8.28,,0,0,0,54,70,47,,250,250,19.9,25.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/21/18,10.29,,0.02,0,0,62,79,50,,230,250,21,27.1,1,1,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/22/18,12.08,,0.11,0,0,51,58,37,,60,60,16.1,21,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/23/18,9.62,,0.07,0,0,38,44,36,,60,60,16.1,21,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/24/18,8.05,,0.07,0,0,47,54,43,,270,270,17,23,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/25/18,9.62,,0.77,0,0,42,45,40,,60,70,23.9,30,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/26/18,9.17,,0,0,0,46,52,44,,330,310,19.9,25.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/27/18,8.72,,0,0,0,47,57,40,,180,180,17,21,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",2/28/18,9.84,,0,0,0,49,62,42,,240,240,17,23,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/1/18,8.28,,0.42,0,0,54,59,43,,120,100,17,23.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/2/18,25.05,,1.76,0,0,42,44,36,,330,330,42.9,55,1,,,1,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/3/18,22.59,,0,0,0,41,47,38,,350,350,36.9,49,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/4/18,19.01,,0,0,0,42,44,35,,320,330,29.1,38,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/5/18,15.88,,0,0,0,38,42,35,,360,360,25.1,33.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/6/18,9.4,,0,0,0,40,47,34,,110,120,18.1,23,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/7/18,18.79,,0.9,1.7,0,37,39,34,,340,340,31.1,42.1,1,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/8/18,12.75,,0,0,1.2,37,42,34,,290,280,19.9,25.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/9/18,17.45,,0,0,0,37,44,31,,280,270,25.9,36,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/10/18,15.21,,0,0,0,37,41,33,,270,260,23,30,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/11/18,10.51,,0,0,0,39,46,34,,310,330,19.9,25.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/12/18,13.2,,0.04,0,0,38,43,33,,90,90,23,30,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/13/18,16.78,,0.22,0.2,0,37,42,34,,300,300,30,36,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/14/18,19.24,,0,0.1,0,37,42,32,,270,270,30,38,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/15/18,16.55,,0,0,0,39,48,34,,270,290,28,35.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/16/18,20.36,,0,0,0,38,40,32,,300,320,32,38.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/17/18,15.21,,0,0,0,36,48,29,,270,270,25.1,33.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/18/18,11.41,,0,0,0,37,44,30,,320,320,23,30,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/19/18,8.72,,0,0,0,40,47,34,,300,40,15,21.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/20/18,12.97,,0,0,0,36,39,31,,50,50,21.9,27.1,,,,1,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/21/18,17,,0.63,8.7,0,36,40,32,,60,60,33.1,40,1,1,,1,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/22/18,16.33,,0.01,0.9,7.9,40,51,33,,310,320,23,29.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/23/18,12.3,,0,0,0,43,50,37,,320,320,21.9,30,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/24/18,11.18,,0,0,0,43,51,37,,330,320,21,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/25/18,12.08,,0,0,0,40,44,35,,50,60,21.9,27.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/26/18,9.84,,0,0,0,40,50,34,,50,60,21.9,27.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/27/18,6.71,,0.01,0,0,39,45,35,,50,50,12.1,17,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/28/18,6.04,,0.03,0,0,44,52,39,,220,220,12.1,17,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/29/18,6.71,,0.02,0,0,50,53,46,,60,70,13,19,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/30/18,10.51,,0.04,0,0,50,60,43,,320,320,23.9,30,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",3/31/18,11.18,,0,0,0,47,57,40,,320,330,25.1,31.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/1/18,11.63,,0,0,0,50,59,43,,290,290,21,25.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/2/18,8.5,,0.55,5.5,3.9,40,43,32,,40,40,17,27.1,1,1,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/3/18,9.17,,0.27,0,1.2,41,44,39,,60,60,17,23,1,1,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/4/18,14.76,,0.12,0,0,46,57,41,,270,280,38,49,1,1,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/5/18,18.12,,0,0,0,42,46,35,,300,300,35.1,44.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/6/18,11.18,,0.09,0,0,45,62,37,,240,220,25.1,35.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/7/18,12.75,,0,0,0,46,49,38,,320,320,23.9,30,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/8/18,15.66,,0,0,0,39,45,33,,300,330,28,34,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/9/18,10.51,,0,0,0,39,49,33,,160,300,19.9,25.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/10/18,9.62,,0,0,0,43,50,40,,320,330,18.1,23,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/11/18,7.38,,0,0,0,44,52,38,,160,170,18.1,21.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/12/18,9.84,,0,0,0,51,60,46,,160,170,18.1,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/13/18,12.3,,0,0,0,65,82,59,,220,220,19.9,27.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/14/18,12.75,,0,0,0,62,69,45,,70,80,23,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/15/18,21.7,,0.36,0,0,44,46,39,,70,70,30,36,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/16/18,20.13,,2.5,0,0,47,61,40,,160,170,33.1,46.1,1,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/17/18,15.21,,0,0,0,46,47,40,,280,270,23.9,32,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/18/18,12.08,,0,0,0,45,55,39,,270,270,23,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/19/18,14.09,,0.15,0,0,46,48,40,,310,300,28,36.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/20/18,16.78,,0,0,0,43,50,38,,320,320,28,35.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/21/18,12.08,,0,0,0,49,62,41,,320,320,17,23,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/22/18,8.5,,0,0,0,55,65,46,,180,190,18.1,23,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/23/18,8.05,,0,0,0,53,65,45,,160,160,16.1,21,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/24/18,10.07,,0.03,0,0,55,66,46,,120,130,23,32,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/25/18,10.96,,0.51,0,0,56,61,50,,130,120,21.9,31.1,1,1,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/26/18,12.08,,0.17,0,0,60,70,53,,270,310,23.9,34,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/27/18,8.05,,0.05,0,0,54,57,49,,120,120,21,25.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/28/18,8.5,,0.07,0,0,57,66,51,,310,310,21.9,27.1,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/29/18,14.54,,0.15,0,0,54,58,48,,310,310,28,33.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",4/30/18,15.21,,0,0,0,49,52,44,,300,310,31.1,36.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/1/18,9.17,,0,0,0,60,82,50,,310,300,21.9,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/2/18,12.75,,0,0,0,77,90,65,,250,250,23.9,35.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/3/18,10.51,,0.01,0,0,82,93,70,,320,320,33.1,40,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/4/18,9.17,,0,0,0,76,84,68,,260,240,28,35.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/5/18,11.18,,0,0,0,70,76,61,,320,320,25.1,33.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/6/18,8.05,,0,0,0,63,68,54,,40,60,18.1,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/7/18,6.71,,0,0,0,62,75,56,,160,160,17,21.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/8/18,6.49,,0,0,0,62,72,54,,180,,10.1,,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/9/18,6.26,,0,0,0,63,74,54,,150,170,12.1,21.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/10/18,6.71,,0.19,0,0,59,66,56,,160,160,16.1,21,,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/11/18,10.51,,0,0,0,65,73,60,,320,320,18.1,31.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/12/18,8.5,,0.2,0,0,59,64,53,,40,60,15,19.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/13/18,7.38,,0.08,0,0,54,56,52,,50,50,14.1,18.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/14/18,6.26,,0.02,0,0,58,71,52,,160,170,17,19.9,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/15/18,9.17,,0.44,0,0,69,92,60,,300,300,45,53.9,1,1,1,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/16/18,8.72,,0.42,0,0,63,65,55,,100,100,17,21.9,1,1,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/17/18,5.37,,0.24,0,0,60,73,55,,40,70,14.1,17,1,1,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/18/18,12.53,,0,0,0,65,67,56,,100,70,23,30,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/19/18,10.29,,0.64,0,0,54,56,50,,60,50,18.1,21,1,1,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/20/18,9.62,,0,0,0,67,84,55,,320,320,23,28,1,1,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/21/18,7.61,,0,0,0,69,79,60,,160,160,16.1,19,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/22/18,5.37,,0.21,0,0,65,70,56,,180,170,16.1,19.9,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/23/18,7.16,,0.21,0,0,66,82,57,,300,330,15,19.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/24/18,8.5,,0,0,0,74,86,66,,180,160,17,23,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/25/18,11.86,,0,0,0,78,89,68,,240,230,21.9,29.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/26/18,8.28,,0,0,0,82,92,75,,110,230,18.1,21.9,,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/27/18,15.43,,0.53,0,0,69,82,56,,60,70,28,34,1,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/28/18,8.05,,0,0,0,60,70,56,,180,170,15,19.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/29/18,6.49,,0,0,0,72,87,63,,170,160,16.1,19,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/30/18,8.95,,0,0,0,69,77,60,,50,60,15,21,1,1,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",5/31/18,7.83,,0.05,0,0,64,70,62,,50,50,14.1,21.9,1,1,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/1/18,6.49,,0.05,0,0,69,82,63,,170,50,13,19.9,1,1,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/2/18,9.17,,0.01,0,0,78,87,67,,110,100,23,27.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/3/18,12.97,,0.3,0,0,66,67,53,,100,90,23.9,28,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/4/18,9.84,,0.35,0,0,59,72,52,,50,50,19.9,23,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/5/18,9.4,,0,0,0,68,77,59,,290,290,23.9,33.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/6/18,7.83,,0,0,0,65,71,60,,170,170,16.1,18.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/7/18,9.62,,0,0,0,64,71,61,,160,170,18.1,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/8/18,7.38,,0,0,0,70,83,62,,170,170,17,21.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/9/18,7.61,,0,0,0,76,81,69,,60,60,15,19.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/10/18,5.82,,0.01,0,0,70,73,61,,50,40,15,18.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/11/18,8.72,,0,0,0,65,73,60,,40,60,17,23.9,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/12/18,10.07,,0,0,0,66,75,60,,190,170,21.9,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/13/18,8.95,,0.03,0,0,69,81,65,,210,210,18.1,23,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/14/18,15.21,,0,0,0,78,86,70,,290,280,29.1,35.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/15/18,10.07,,0,0,0,72,77,65,,310,320,21.9,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/16/18,6.04,,0,0,0,75,86,67,,120,120,17,19.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/17/18,6.71,,0,0,0,79,91,67,,180,180,18.1,23,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/18/18,12.08,,0.05,0,0,82,92,74,,270,280,25.9,38.9,,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/19/18,10.51,,0.05,0,0,83,89,76,,270,290,21.9,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/20/18,7.61,,0.01,0,0,76,84,69,,170,180,15,19,1,,1,,1,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/21/18,6.93,,1.08,0,0,75,86,66,,50,20,14.1,18.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/22/18,11.18,,0.1,0,0,72,75,64,,50,50,18.1,25.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/23/18,10.51,,0,0,0,65,67,62,,40,40,23,25.1,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/24/18,8.5,,0.01,0,0,72,88,65,,340,320,21,27.1,1,,1,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/25/18,10.96,,0,0,0,76,82,68,,320,320,25.1,32,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/26/18,11.41,,0,0,0,72,77,64,,180,180,18.1,23.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/27/18,12.53,,0.07,0,0,71,75,68,,170,190,21.9,29.1,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/28/18,9.4,,1.48,0,0,75,87,71,,170,190,18.1,25.1,1,,1,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/29/18,9.17,,0,0,0,81,92,72,,330,340,16.1,21,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",6/30/18,6.04,,0,0,0,85,96,73,,200,220,15,19,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/1/18,5.82,,0,0,0,88,97,79,,160,120,15,18.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/2/18,9.17,,0,0,0,87,95,77,,170,170,19.9,25.1,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/3/18,7.38,,0.01,0,0,83,91,79,,160,160,16.1,18.1,1,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/4/18,7.83,,0,0,0,82,90,78,,170,190,15,18.1,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/5/18,10.96,,0,0,0,83,90,78,,170,170,21.9,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/6/18,12.53,,0.09,0,0,81,83,70,,300,310,21.9,27.1,,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/7/18,11.41,,0,0,0,72,78,64,,10,360,23.9,30,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/8/18,6.26,,0,0,0,73,84,67,,160,50,15,19.9,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/9/18,8.28,,0,0,0,78,90,69,,160,150,21.9,28,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/10/18,6.93,,0,0,0,83,97,74,,220,210,17,23,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/11/18,9.84,,0,0,0,82,87,76,,360,60,17,21.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/12/18,8.28,,0.59,0,0,77,85,67,,330,70,18.1,21.9,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/13/18,8.05,,0,0,0,78,86,71,,170,170,18.1,23,,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/14/18,9.84,,0.33,0,0,80,91,72,,330,320,28,36,1,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/15/18,6.71,,0.7,0,0,79,87,71,,290,290,19.9,23.9,1,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/16/18,8.28,,0,0,0,84,93,77,,160,170,21,25.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/17/18,10.29,,1.6,0,0,82,89,72,,320,340,31.1,36.9,1,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/18/18,10.96,,0,0,0,77,85,71,,360,350,21.9,27.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/19/18,8.95,,0,0,0,76,83,68,,150,60,15,19.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/20/18,8.72,,0,0,0,76,84,70,,150,140,18.1,23,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/21/18,14.32,,0.43,0,0,74,79,67,,50,40,23,27.1,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/22/18,17,,0.6,0,0,76,84,72,,90,90,32,40.9,1,,,,,,1,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/23/18,15.21,,0.11,0,0,80,86,75,,160,150,29.1,36.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/24/18,16.55,,0,0,0,81,87,77,,160,160,29.1,36.9,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/25/18,14.32,,0.76,0,0,78,81,74,,150,210,25.9,34,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/26/18,7.61,,0,0,0,79,89,74,,170,180,15,19,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/27/18,8.05,,0.06,0,0,83,90,73,,190,180,19.9,23,,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/28/18,6.71,,0,0,0,78,89,72,,180,180,17,21,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/29/18,7.83,,0,0,0,79,84,73,,310,300,16.1,19,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/30/18,6.71,,0,0,0,78,82,73,,180,190,16.1,18.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",7/31/18,7.83,,0,0,0,76,83,71,,170,170,15,21,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/1/18,11.63,,0.04,0,0,80,93,75,,170,210,21.9,27.1,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/2/18,8.28,,0.21,0,0,84,92,78,,230,230,21.9,31.1,1,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/3/18,9.17,,0.19,0,0,81,87,76,,190,240,23.9,34,,,1,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/4/18,7.61,,1.34,0,0,80,89,74,,240,240,15,21.9,1,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/5/18,4.47,,0,0,0,85,94,77,,120,150,16.1,19,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/6/18,6.49,,0,0,0,87,95,81,,170,170,17,21,,,,,,,,
USW00014732,"LAGUARDIA AIRPORT, NY US",8/7/18,9.62,,0,0,0,86,92,76,,330,330,29.1,40,,,1,,,,,
